idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,alerte_l228,url_avis
26-39101,2026-04-18,54,['54'],CHRU de Nancy,Travaux de construction de la Pharmacie à Usage Intérieur (PUI) du CHRU de Nancy,"Ascenseur, Bâtiment, Chambre froide, Charpente, Chauffage (travaux), Climatisation, Couverture, Electricité (travaux), Espaces verts, Etanchéité, Gaz médicaux, Gros oeuvre, Menuiserie, Plomberie (travaux), Tous corps d'état, Ventilation, Voirie et réseaux divers",Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-39101
26-39088,2026-04-18,973,['973'],"Centre Hospitalier de Cayenne ""Andrée ROSEMON""",CONSTRUCTION DU CENTRE DELOCALISE DE PREVENTION ET DE SOINS (CDPS) ET DE 5 LOGEMENTS DE FONCTION A APATOU,Bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39088
26-38939,2026-04-18,35,"['35', '56', '53', '22']",Commune de Cesson-Sévigné,"CONSTRUCTION D'UN GROUPE SCOLAIRE - ZAC DES PIERRINS OUEST (35)
LOT 1 : TERRASSEMENTS",Terrassement,Marchés européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38939
26-38949,2026-04-18,75,"['75', '77', '78', '91', '92', '93', '94', '95']",Société des grands projets,"Travaux de parachèvement des gares, ouvrages annexes, SMR et SMI et tunnel de la ligne 15 sud du Grand Paris Express",Ouvrage d'infrastructure,Marchés européens,Procédure Négociée,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38949
26-38964,2026-04-18,29,['29'],CA QUIMPER BRETAGNE OCCIDENTALE (QBO),"Travaux de renouvellement du réseau d'eaux usée, d'eau potable et d'eaux pluviales Boulevard des Glycines à Briec",Canalisations,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38964
26-38635,2026-04-17,59,['59'],CENTRE HOSPITALIER DE DUNKERQUE,"Travaux, entretien et aménagement du parc immobilier du Centre Hospitalier de la Région de Saint-Omer et du Centre Hospitalier d'Aire sur la Lys","Electricité (travaux), Menuiserie, Peinture (travaux), Plomberie (travaux)",Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38635
26-38872,2026-04-17,38,['38'],Département de l'Isère,RD 10 - Pont de Brignoud - Démolition du tablier du pont existant et réalisation d'une passerelle pour les modes doux,"Ouvrage d'infrastructure, Terrassement",Marchés européens,Procédure Ouverte,Résultat de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38872
26-38789,2026-04-17,06,['6'],Mairie de Cannes,TRAVAUX DE RENFORCEMENT DE STRUCTURE POUR LA REQUALIFICATION DU MARCHÉ FORVILLE AVEC CREATION D'UN JARDIN SUR DALLE - PHASE 2,"Bâtiment, Gros oeuvre",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38789
26-38738,2026-04-17,51,['51'],Département de la Marne,Construction d'un foyer de l'enfance avec recours à la construction hors-site,"Bâtiment, Maîtrise d'oeuvre",Marchés européens,Procédure Négociée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38738
26-38685,2026-04-17,13,['13'],Metropole Aix-Marseille Provence,Travaux de mise en accessibilité aux PMR de la station de métro La Rose,"Ascenseur, Réseaux divers, Génie civil, Plomberie (travaux), Câblage, Passerelle",Marchés européens,Procédure NC,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38685
26-38469,2026-04-17,69,['69'],Communauté de Communes de l'Est Lyonnais,26.080 Accord-cadre pour l'entretien courant des voiries communautaires 2026-2030,Voirie et réseaux divers,Marchés européens,Procédure Ouverte,Avis informatif,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38469
26-39292,2026-04-17,50,['50'],Département de la Manche,"Collèges ""Le Ferronay"" et ""Jules Ferry"" à Cherbourg-en-Cotentin, Maison du Département à Saint-Lô, ""Caserne 7"" sur l'île Tatihou - Remplacement d'ascenseurs",Ascenseur,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39292
26-39156,2026-04-17,02,"['2', '60', '80']",Ville de Clairoix,Requalification de la place des Fêtes de la commune de CLAIROIX (60).,"Aire de jeux, Espaces verts, Terrassement, Voirie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,4,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-39156
26-39199,2026-04-17,14,['14'],Communaute De Communes De Bayeux Intercom,Création d'ouvrages de défense incendie sur le territoire de Bayeux Intercom - 2026,Sécurité incendie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39199
26-39268,2026-04-17,92,['92'],Département des Hauts-de-Seine,Installation d'une structure de réception éphémère,Bâtiments modulaires,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39268
26-39253,2026-04-17,69,['69'],Ville de Villeurbanne,Marché de travaux de dépollution sur le site Dupeuble à Villeurbanne,Dépollution,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39253
26-39179,2026-04-17,92,['92'],Mairie de Suresnes,"Travaux d’extension, de rénovation et de maintenance des systèmes de détection intrusion, contrôle d’accès et de vidéoprotection",Télésurveillance,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39179
26-39375,2026-04-17,69,"['69', '1', '38']",IN'LI AURA,REHABILITATION CARMELITES LYON 01,"Charpente, Etanchéité, Plâtrerie, Plomberie (travaux), Electricité (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39375
26-39518,2026-04-17,66,['66'],Ville de Canet-en-Roussillon,Plan De Rénovation Dans Les écoles De La Ville  « Securisation - énergetique - Thermique - Embellissement »  Ecole Pierre Et Marie Curie,Chauffage (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39518
26-39520,2026-04-17,30,['30'],Alès Agglomération,Réhabilitation des stations d'épuration de Bonnevaux,Station d'épuration (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39520
26-39489,2026-04-17,21,['21'],UNIVERSITE BOURGOGNE EUROPE,Marchés de travaux d’étanchéité et de rénovation énergétique des toitures de l’Amphithéâtre Pasteur et de la Maison de l’Université.,Etanchéité,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39489
26-39570,2026-04-17,04,['4'],Durance Luberon Verdon Agglomération,Travaux De Normalisation De Bande De Roulement Piste Dfci,Travaux forestiers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39570
26-39324,2026-04-17,50,['50'],Communauté d'agglomération du Cotentin,Travaux de restauration et gestion de la végétation des zones humides sur le bassin versant de la Divette,Végétaux,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39324
26-39413,2026-04-17,54,['54'],Cc du Bassin de Pont à Mousson,Construction d'une crèche de 35 places à Atton,Gros oeuvre,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39413
26-39574,2026-04-17,82,['82'],Ch Montauban,Réfection du système de Chauffage de l'Ehpad de Saint Antonin,Chauffage (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39574
26-38594,2026-04-17,91,"['91', '94']",Mairie de Paray-Vieille-Poste,Travaux de réhabilitation et d'extension du groupe scolaire Paul Bert - Lots 4 à 16,"Plomberie (travaux), Voirie et réseaux divers, Cuisine (équipement), Gros oeuvre",Marchés européens,Procédure Ouverte,Résultat de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38594
26-38540,2026-04-17,75,"['75', '91', '92', '93', '94', '95', '77', '78']",Institution nationale des Invalides,"Travaux de restructuration intérieure du bâtiment Robert de Cotte (bâtiments 10, 11, 12 et 13)","Gros oeuvre, Démolition, Peinture (travaux), Plâtrerie, Revêtements de sols, Revêtements muraux, Menuiserie, Chauffage (travaux), Ventilation, Fluides médicaux",Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38540
26-39105,2026-04-17,34,['34'],Préfecture de l'Hérault,"Réalisation d’une clôture autour de la DDETS – 158 et 162, rue de Crète – 34000 Montpellier.",Clôture,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39105
26-39286,2026-04-17,75,"['75', '95']",GRAND PARIS AMENAGEMENT,"Travaux d’espaces verts de la rue des Grand Champs au sein de la ZAC Ecoquartier de Louvres et Puiseux-en-France, Secteur des Frais-Lieux sur la commune de Louvres (95)",Espaces verts,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39286
26-39326,2026-04-17,50,['50'],Communauté d'agglomération du Cotentin,"Quinéville
Travaux de reprise de la digue du fond du port et remplacement des portes à flots","Terrassement, Digue, Métallerie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39326
26-39180,2026-04-17,59,['59'],Ville de Dunkerque (59),REHABILITATION DU TERRAIN SYNTHETIQUE STADE DE LA PERCHE A DUNKERQUE/PETITE SYNTHE,Terrain de sport,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39180
26-39153,2026-04-17,19,['19'],Conseil Départemental de la Corrèze,Restructuration d'un bâtiment en internat socio-éducatif médicalisé pour enfants et adolescents (ISEMEA),Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39153
26-39306,2026-04-17,56,['56'],Conseil Départemental du Morbihan,Rd115 - St Jean-Brevelay - Securisation Du Virage De Quesnouët,"Assainissement, Terrassement, Voirie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-39306
26-39219,2026-04-17,33,['33'],COMMUNE DE HOURTIN,Travaux de réhabilitation du génie civil et des équipements de la station d'épuration,Station d'épuration (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39219
26-39319,2026-04-17,22,['22'],Commune d&#039;Erquy,REMPLACEMENT DE LA POMPE A CHALEUR DU BLE EN HERBE,Chauffage (matériel),Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39319
26-39537,2026-04-17,01,['1'],Communauté de Communes de Miribel et du Plateau,"Travaux de mise en séparatif du réseau d'assainissement, de remplacement du réseau unitaire et de renouvellement du réseau d'eau potable - Rue du Figuier - Miribel","Alimentation en eau potable, Assainissement, Réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39537
26-39499,2026-04-17,02,['2'],GrandSoissons Agglomération (02),Travaux de rénovation du terrain de football en gazon synthétique à Cuffies (02).,Terrain de sport,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39499
26-39604,2026-04-17,75,['75'],SEMAPA,Travaux d'aménagement des abords des lots T6B et T5B de la Promenade Plantée T5T6 - secteur Tolbiac - ZAC Paris Rive Gauche,Voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-39604
26-39591,2026-04-17,01,['1'],Communauté de Communes de Miribel et du Plateau,"Travaux de mise en séparatif du réseau
d'assainissement, de remplacement du réseau
unitaire et de renouvellement du réseau d'eau
potable - Rue du Figuier - Miribe","Assainissement, Alimentation en eau potable, Réseaux divers, Voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-39591
26-39598,2026-04-17,75,['75'],Ville de Paris - DFA- SDA,Travaux d’aménagement paysager des cours de la crèche et de la Halte-garderie SOLIDARITE : 3 rue de la Solidarité. 75019 Paris (Opération n° 202513245),"Aire de jeux, Espaces verts",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39598
26-38472,2026-04-17,22,['22'],SemBreizh agissant au nom et pour le compte du Département des Côtes d&#039;Armor,Port de Saint-Quay-Portrieux (22) Réaménagement du bassin et du terre-plein secteur portuaire nord Phase 2 - Travaux de réaménagement terrestres et maritimes - Relance,Installation portuaire,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38472
26-38488,2026-04-17,02,['2'],CA du Saint-Quentinois,Travaux de réhabilitation par l'intérieur des réseaux d'assainissement non visitables et semi visitables,Assainissement,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38488
26-38519,2026-04-17,14,"['14', '27', '61', '76']",REGION NORMANDIE - DIRECTION DES BATIMENTS REGIONAUX,"Restructuration des installations thermiques des bâtiments des lycées Buisson à Elbeuf (76), Mézen à Alençon (61), Françoise de Grâce au Havre (76), Decrétot et Les Fontenelles à Louviers (27), du Boi","Chauffage (travaux), Plomberie (travaux), Ventilation, Equipement thermique",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38519
26-38539,2026-04-17,45,['45'],Orléans Métropole,"Accord cadre Travaux espace public compris entre 150 000 euros  HT et 1 500 000  euros  HT portant sur la voirie, l'éclairage public et l'aménagement paysager (3 lots)","Voirie et réseaux divers, Eclairage public",Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38539
26-39523,2026-04-17,53,['53'],Commune de PORT-BRILLET,Travaux d'aménagement de voirie et paysager,"Espaces verts, Voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-39523
26-39526,2026-04-17,77,['77'],Ville de Torcy,"Travaux D'Entretien, Rehabilitation Et De Reparation-Refection Des Toitures Des Batiments Communaux",Couverture,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39526
26-39514,2026-04-17,29,['29'],Département du Finistère,"Travaux de création de menuiseries au Musée départemental de l’abbaye de Landévennec (accueil, billetterie, boutique et exposition temporaire)","Menuiserie, Monuments historiques",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39514
26-39479,2026-04-17,25,['25'],Ville de Morteau,Travaux de rénovation de la toiture de la Mjc,Couverture,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39479
26-39340,2026-04-17,50,['50'],Ville de Saint-Lô,Travaux d'aménagement de la Rue Guillaume Michel,Voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-39340
26-39341,2026-04-17,57,['57'],Mairie de Mondelange,REHABILITATION D'UN IMMEUBLE,"Gros oeuvre, Isolation, Peinture (travaux), Couverture, Electricité (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39341
