idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,source_cyclable,alerte_l228,url_avis
26-42921,2026-04-28,56,['56'],Conseil Départemental du Morbihan,"Dim- Amenagement D'Une Voie Verte, Itineraire Sarzeau - Arzon (4 000 Ml)","espaces verts, passerelle, terrassement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,True,voie verte,titre,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42921
26-42751,2026-04-28,78,['78'],Ville de Guyancourt,Accord-cadre relatif aux Travaux de réfection de sols souples et de fourniture de jeux,"revêtements de sols, aire de jeux",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42751
26-42970,2026-04-28,28,['28'],SAEDEL,Réalisation des travaux de finition des espaces publics périphériques aux ilots promoteur A-B et G de la ZAC des Larris située au Coudray (28),voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42970
26-43177,2026-04-28,33,['33'],DIR Atlantique,A630 – Réparation de l’ouvrage hydraulique de l’Eau Bourde,"ouvrage d'art, ouvrage hydraulique",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43177
26-43157,2026-04-28,59,['59'],Chu de Lille - Es du Ght Hpgl,Construction de la Maison des Naissances au Ch de Tourcoing,tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43157
26-43158,2026-04-28,41,['41'],Terres de Loire Habitat,Réhabilitation thermique et d'amélioration de 69 Logements au 39 et 41 rue des capucins - 4 et 6 rue des poulies -20 rue de la pierre et 2 rue du four à chaux à Romorantin Lanthena,"menuiserie, electricité (travaux), peinture (travaux), isolation, amiante (désamiantage)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43158
26-43022,2026-04-28,08,['8'],Conseil Départemental des Ardennes,Travaux de signalisation horizontale dans le département des Ardennes-.,ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43022
26-43092,2026-04-28,73,['73'],Commune de Moûtiers,Réfection de la toiture de l'école primaire Darantasia de Moûtiers,"couverture, charpente",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43092
26-42358,2026-04-28,64,['64'],VILLE DE PAU,Travaux d'aménagements paysagers,espaces verts,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42358
26-42329,2026-04-28,07,['7'],Département de l'Ardèche,Travaux acrobatiques sur falaises et ouvrages d'art,"falaise, ouvrage d'art",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42329
26-42410,2026-04-28,69,['69'],Ville de Lyon,Complexe Sportif Charial - Réhabilitation et aménagement,"bâtiment, piscine, equipement sportif, amiante (désamiantage)",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42410
26-42438,2026-04-28,92,['92'],"Les ministères de la Transition écologique, de l’Aménagement du territoire, des Transports, de la Ville et du Logement",AMEUBLEMENT FIXE - ELEMENT ACOUSTIQUE,décoration (travaux),Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42438
26-42364,2026-04-28,37,['37'],Tours métropole Val de Loire,"Convention tripartite et acte d'acceptation en lien avec la concession de service public pour l'exploitation de l'unité de valorisation énergétique du SIVERT à Lasse et la conception, construction et",déchetterie (travaux),Marchés européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42364
26-42819,2026-04-28,62,['62'],VILLE DE SAINT-OMER,SECURITE ET MESURES CONSERVATOIRES DES BATIMENTS COMMUNAUX DE LA VILLE DE SAINT-OMER,couverture,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42819
26-42812,2026-04-28,87,['87'],Communauté de Communes Porte Océane du Limousin,Fourniture et pose de clôtures,clôture,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42812
26-42874,2026-04-28,44,['44'],Ville de NANTES,Restructuration et extension du groupe scolaire Chauvinière - lot n° 9 : Serrurerie,serrurerie,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42874
26-42855,2026-04-28,69,['69'],Commune De Grezieu La Varenne,Travaux de désimperméabilisation et végétalisation des cours des écoles de Grézieu-la-Varenne,espaces verts,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,True,voie verte,description,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42855
26-42740,2026-04-28,32,"['32', '33', '40', '47', '64', '65']",SECRETARIAT GENERAL COMMUN DES LANDES,Rénovation du système de la vidéoprotection,"câblage, matériel de sécurité, surveillance",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42740
26-42791,2026-04-28,74,"['74', '73']",Mairie De Thones,Travaux de renouvellement de la conduite de distribution d'eau potable de la Brettaz et de la conduite d'adduction des Fontany de Serraval,voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42791
26-43171,2026-04-28,74,['74'],Mairie De Chamonix Mont-Blanc,Reconstruction Du Pont Des Rives Et Amenagement Du Torrent Des Bossons A Ses Abords,"ouvrage d'art, ouvrage hydraulique",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43171
26-43159,2026-04-28,80,['80'],Baie de Somme Habitat,"Acquisition / Amélioration
7 logements individuels
158 Rue du Maréchal Leclerc - 80150 Lamotte Buleux","terrassement, charpente, carrelage, amiante (désamiantage), isolation",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43159
26-43160,2026-04-28,62,['62'],Communauté d'Agglomération Hénin Carvin,"Accord-Cadre Mono-Attributaire Avec Emission De Bons De Commande Pour L'Amenagement Et L'Entretien Des Espaces Exterieurs Communautaires, De Signalisation Horizontale Et Verticale","mobilier urbain, signalisation",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43160
26-43107,2026-04-28,75,['75'],Eppdcsi - Universcience Etablissement public à caractère industriel et commercial créé par décret interministériel du 3 décembre 2009,"Conception, réalisation, installation et soclage sur site d'éléments manipulables et d'objets pour l'exposition « Magie » à la Cité des Sciences et de l'Industrie",décoration (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43107
26-43105,2026-04-28,40,['40'],Conseil Départemental des Landes,CONSTRUCTION - RESTRUCTURATION DES ZONES DE VIE SCOLAIRE ET CUISINES DU COLLEGE JEAN MERMOZ A BISCARROSSE,travaux de viabilité,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43105
26-42933,2026-04-28,60,"['60', '77', '91', '93', '94']",MAIRIE DE ROZAY EN BRIE,MAINTENANCE ET TRAVAUX DE REFONTE ET D’EXTENSION DU DISPOSITIF DE VIDÉOPROTECTION DE LA VILLE DE ROZAY-EN-BRIE,"maintenance, surveillance",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42933
26-42939,2026-04-28,72,['72'],Centre hospitalier du Mans,ACCORD-CADRE - TRAVAUX DE VOIRIE ET RESEAUX DIVERS POUR LES ETABLISSEMENTS DU GHT72,réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42939
26-43006,2026-04-28,87,['87'],Ville De Limoges,Fouille d'archéologie préventive dans le cadre des travaux d'aménagement des bords de Vienne - secteur Parbelle /Ventejol,fouille archéologique,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43006
26-43009,2026-04-28,38,['38'],"Ccas de la commune de Seyssins, Le Patio","Travaux de réfection des bandeaux et des caniveaux d'étanchéité des toitures du bâtiment "" le Patio"" du Ccas de Seyssins","etanchéité, bâtiment",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43009
26-43002,2026-04-28,94,"['94', '93', '92', '91']",Commune de Taverny,TRAVAUX DE RÉNOVATION DE L'ÉCLAIRAGE SPORTIF DU STADE JEAN-PIERRE LE COADIC DE TAVERNY,eclairage public,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43002
26-43194,2026-04-28,04,['4'],Syndicat Mixte Asse Bléone,"Travaux gestion boisements rivulaires et lits des bassins versants Asse (campagne 6), Blanche (campagne 7), Bléone (campagne 11), Rancure (campagne 6) et ravins de Volonne/L'Escale (campagne 6)","rivières/ruisseaux, espaces verts",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43194
26-43224,2026-04-28,69,['69'],Ville de Lyon,Maison de l'Enfance et de la Jeunesse de la Croix-Rousse - Travaux d'aménagement,"bâtiment, maçonnerie, revêtements de sols, plomberie (travaux), peinture (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,True,vélos,description,False,https://www.boamp.fr/pages/avis/?q=idweb:26-43224
26-42551,2026-04-27,74,['74'],SDIS 74,Construction et réhabilitation du centre d'incendie et de secours d'Annecy - Lots 5A - 5B - 7 - 11A - 11B - 22,"revêtements muraux, ascenseur, serrurerie, cuisine (équipement)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42551
26-42696,2026-04-27,69,['69'],Ville de Saint-Priest,Réhabilitation et extension du Restaurant scolaire du Groupe Scolaire Berlioz- Saint-Priest,cuisine (équipement),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42696
26-42664,2026-04-27,11,['11'],Bureau de Recherche en Géologie Minière (Brgm),"Travaux de mise en sécurité des anciens secteurs minier de la vallée du Grésillou, Aude (11)  Plateforme Marty & berges du pied de verse de Ramèle",berge,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42664
26-42465,2026-04-27,75,"['75', '77', '78', '91', '92', '93', '94', '95']",DISP PARIS,TRAVAUX DE SECURISATION DES FENETRES QCD DE LA MA DE FLEURY MEROGIS,matériel de sécurité,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42465
26-42258,2026-04-27,68,['68'],Commune de Wettolsheim,Réaménagement de la cour de l'école élémentaire Antoine de Saint-Exupéry - Rue de la 5ème Division Blindée à WETTOLSHEIM,voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42258
26-42255,2026-04-27,58,['58'],Centre Hospitalier de l&#039;Agglomération de Nevers,Remplacement des menuiseries extérieures du Centre Hospitalier de Château-Chinon,menuiserie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42255
26-42322,2026-04-27,44,['44'],Ville de Nantes,AMENAGEMENT D'AIRES DE JEUX DE PLEIN AIR - RELANCE DU LOT 6,aire de jeux,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42322
26-42632,2026-04-27,40,['40'],Ville de Dax,26DX068 Travaux de reprise d'étanchéité sur le bâtiment de l'Atrium à DAX,etanchéité,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42632
26-42725,2026-04-27,973,['973'],DID CAYENNE,REMISE AUX NORMES DES HELISTATIONS,"peinture (travaux), canalisations, carburant, hydrocarbure",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42725
26-42527,2026-04-27,34,['34'],Territoire 34,Travaux De Reprise De La Voirie Et Des Reseaux Humides De La Zac Pierres Vives A Montpellier (34),voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42527
26-42469,2026-04-27,33,['33'],Iterg,"Marché pour la Construction d'un bâtiment industriel et tertiaire "" Projet AZIMUT """,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,-4,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42469
26-42402,2026-04-27,49,['49'],SDIS 49 - MAINE ET LOIRE,"Réfection des vestiaires et sanitaires des centres de secours de Longué-Jumelles, Vernantes et Champigné",sanitaire,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42402
26-42405,2026-04-27,47,['47'],Ch Agen-Nerac,"Travaux de transformation de l'Usc (Unité de Surveillance Continue) en Usip (Unité de Soins Intensifs Polyvalents) à l'Hôpital Y.Grassot, 76 rue du Docteur Courret, 47200 Marmande",bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42405
26-42406,2026-04-27,79,['79'],Groupement Hospitalier de Territoire 79 - Ch Niort,Travaux d'électricité courants forts et faibles pour la création d'un poste de répartition haute tension,electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42406
26-42432,2026-04-27,09,"['9', '31', '32', '69', '75', '81', '82']",INSERM - DR Occitanie Pyrénées,Le présent marché a pour objet le remplacement des ventilo-convecteurs du bâtiment L4 sur le site de Rangueil.,plomberie (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42432
26-42445,2026-04-27,85,['85'],Communauté de Communes Sud Vendée Littoral,TRAVAUX DE CHEMISAGE DU RESEAU EU RD938T SUR LA COMMUNE DE L’ÎLE D’ELLE,assainissement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42445
26-42346,2026-04-27,75,['75'],Crous de Paris,Travaux de réhabilitation de la Résidence universitaire Fénelon,"plomberie (travaux), electricité (travaux), menuiserie, ascenseur, echafaudage",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42346
26-42352,2026-04-27,55,"['55', '54']",PAGNY SUR MEUSE,Extension de la salle des sports de Pagny sur Meuse,"bâtiment, gros oeuvre, charpente, menuiserie, revêtements de sols, peinture (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42352
26-42376,2026-04-27,62,"['62', '2', '59', '60', '80']",PREFECTURE,Travaux d'isolation extérieure de façades à la Préfecture du Pas-de-Calais,"isolation, gros oeuvre",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42376
26-42541,2026-04-27,24,['24'],Département de la Dordogne,Réalisation de travaux d'isolation thermique des façades du bâtiment A et du bâtiment B avec création d'une cage d'ascenseur au collège Clos Chassaing Perigueux,"ascenseur, isolation",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42541
26-42391,2026-04-27,64,['64'],Communauté de communes de Lacq-Orthez,"Stabilisation, réparation, consolidation d'un affaissement de type fontis et remise en état de l'existant - Commune d'Orthez - Route départementale n°9",routage,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42391
26-42415,2026-04-27,77,['77'],Mairie Coutry,Rénovation de l’ensemble des toitures terrasse COURTRY Marché n° ST 2026 / 01,couverture,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42415
26-42613,2026-04-27,91,['91'],Ca Val d'Yerres Val de Seine,Réhabilitation et rénovation énergétique du bâtiment de l'ancien pôle emploi de Brunoy,"bâtiment, chauffage (travaux), cloison, faux plafond, electricité (travaux), menuiserie",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42613
26-42288,2026-04-27,78,"['78', '75', '28', '91']",Commune de Rambouillet,Rénovation de l'école maternelle La Gommerie,"electricité (travaux), menuiserie, peinture (travaux), plomberie (travaux), chauffage (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42288
26-42568,2026-04-27,54,['54'],COMMUNAUTÉ DE COMMUNES DU BASSIN DE POMPEY,Travaux d'aménagement liaison cyclable Liverdun-Frouard-.,ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,True,piste cyclable,description,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42568
26-42362,2026-04-27,79,['79'],Groupement Hospitalier de Territoire 79 - Ch Niort,Travaux d'électricité courants forts et faibles pour la création d'un poste de répartition haute tension,electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42362
26-42429,2026-04-27,29,['29'],Université de Bretagne Occidentale,Accord-cadre concernant les travaux de désamiantage et déplombage,amiante (désamiantage),Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42429
26-42626,2026-04-27,62,['62'],Ville de Lestrem (62),"REMPLACEMENT DES EQUIPEMENTS TECHNIQUES AU RESTAURANT SCOLAIRE
CHAUFFAGE VENTILATION CLIMATISATION PLOMBERIE
PLATRERIE ISOLATION FAUX PLAFOND PEINTURE",chauffage (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42626
26-42629,2026-04-27,51,['51'],Ville d'Epernay,2026-22EP AMENAGEMENT DU PARVIS DE LA CRECHE - RUE RENE LEMAIRE PROLONGEE-.,ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42629
26-42693,2026-04-27,51,['51'],Commune de Fismes,Construction d'une Maison de Santé-.,peinture (travaux),Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,-1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42693
26-42721,2026-04-27,75,['75'],Ville de Paris - DCPA -SERP - SLA18,Travaux de rénovation et mise aux normes de l'Atelier de la SLA 18 - 75 rue Championnet - 75018 Paris,"menuiserie, peinture (travaux), revêtements de sols, tous corps d'état",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42721
26-42659,2026-04-27,64,['64'],Ville Billere,Extension De La Creche Optimômes,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42659
26-42392,2026-04-27,34,['34'],Montpellier Méditerranée Métropole,Travaux de remplacement complet de 21 ascenseurs et modernisation de 3 ascenseurs sur le site du Corum entre 2026 et 2029,ascenseur,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42392
26-42403,2026-04-27,66,['66'],Ville de Canet-en-Roussillon,Aménagement D'Un Centre De Santé Et D'Un Plateau D'Imagerie Médicale Mise En Place D'Un Systeme De Refroidissement Pour Un Irm,plomberie (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42403
26-42424,2026-04-27,31,"['31', '65']",Spl Arac Occitanie,Travaux pour la rénovation du bâtiment 11 (internat) au lycée Edmond Rostand à Bagnères de Luchon - Opération n° 50288,"gros oeuvre, charpente, plomberie (travaux), peinture (travaux), cloison, faux plafond",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42424
26-42651,2026-04-27,78,['78'],Conseil Départemental des Yvelines,Velizy-Villacoublay - Rd57 - Création d'une voie verte,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,True,voie verte,titre,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42651
26-42493,2026-04-27,75,['75'],Antin Résidences (75),"Marché de maîtrise d'œuvre relatif aux travaux de ravalement de façades des Résidences suivantes :  GRAN, VALO, LSIT, PON1, CHAN",ravalement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42493
26-42697,2026-04-27,12,['12'],Cci Occitanie Pyrenees-Mediterranee,La Cci Occitanie publie pour la Cci Aveyron un marché de travaux de réhabilitation et d'amélioration de la performance énergétique de la Cci Rodez par la dépose de groupes froids e,chauffage (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42697
26-42371,2026-04-27,44,['44'],Nantes Métropole,Travaux d'aménagement d'un cheminement piéton entre la Gare et la Cale Dubigeon à Nantes - Jules Launey Usines,"voirie, eclairage public",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42371
26-42510,2026-04-27,50,['50'],Spl Exploitation Portuaire de la Manche,Port de Granville - Construction d'une maison des plaisanciers,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Restreinte,Avis de marché,-1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42510
26-42492,2026-04-27,51,"['51', '2', '8', '10']",COMMUNE DE SAINT EUPHRAISE,Travaux de réhabilitation de la mairie de Saint Euphraise,"menuiserie, peinture (travaux), plomberie (travaux), carrelage, electricité (travaux), voirie et réseaux divers, chauffage (travaux), cloison, faux plafond, curage, démolition, gros oeuvre",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42492
26-42420,2026-04-27,17,['17'],Département de la Charente-Maritime,Aménagement de traverse du GUÉ D'ALLÉRÉ - RD113-RD115,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42420
26-42278,2026-04-27,73,"['73', '38', '74']",DDT de la Savoie,Confortement de rive et création de barbacanes sur le torrent du St Claude,"enrochements, terrassement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42278
26-42248,2026-04-27,62,['62'],Communauté d'agglomération du Boulonnais,Renouvellement des colonnes de levage pour l'atelier de maintenance du réseau de transport urbain de la Communauté d'agglomération du Boulonnais,maintenance,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42248
26-42244,2026-04-27,68,"['68', '67']",Commune de Wettolsheim,Création d'un terrain de foot 5 - rue du Stade à 68920 WETTOLSHEIM,maçonnerie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42244
26-42236,2026-04-27,974,['974'],COMMANDEMENT GENDARMERIE D'OUTRE MER,Accord-cadre multi-attributaire à « tour de rôle » exécuté par bon de commande qui a pour objet la réalisation de prestations de travaux électriques dans les casernes de gendarmerie.,electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42236
26-42620,2026-04-27,51,['51'],Mairie de Pierry,TRAVAUX DE VOIRIE RUE DE LA MARQUETTERIE,voirie,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42620
26-42604,2026-04-27,07,['7'],Mairie de Ruoms,Renouvellement du gazon synthétique au Stade de RUOMS (07),terrain de sport,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42604
26-42375,2026-04-27,33,"['33', '40', '64']",Commune de Rion des Landes,"REHABILITATION D'UN OUVRAGE D'ART TRAVERSANT LE ""LUZOU"" - PONT ROUTE DE TALLER - RION DES LANDES",ouvrage d'art,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42375
26-42266,2026-04-27,972,['972'],COMGEND Martinique,Remplacement et renforcement des clôtures d'enceinte (972),clôture,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42266
26-42542,2026-04-27,01,['1'],SEP Bresse Dombes Saône,ACCORD-CADRE DE TRAVAUX A BONS DE COMMANDE POUR LE PROGRAMME DE RENOUVELLEMENT DES CONDUITES EN PVC,canalisations,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42542
